ID;Company Name;Trade Name;Address Status;Address 1;Address 2;Postal Code;City;State/Province;Country;Company Registration Number;Company Registration Type Code;Country Phone Access Code;Business Category Code 1;Business Category Code 1 - Description;Founding Year;Yearly Revenue Local Currency;Yearly Revenue in U.S. Dollars;Employees On Site;Employees Total;Import/Export Code;Import/Export Code - Description;Business Legal Type;Business Legal Type - Description;Location Type - Description;Subsidiary Code - Description;Local Headquarter ID Number;Local Headquarter Company Name;Local Headquarter Street Address;Local Headquarter City;Local Headquarter State/Province;Local Headquarter Country Name;Local Headquarter Postal Code;National Headquarter ID Number;National Headquarter Company Name;National Headquarter Street Address;National Headquarter City Name;National Headquarter State/Province Name;National Headquarter Postal Code;Global Headquarter ID Number;Global Headquarter Company Name;Global Headquarter Street Address;Global Headquarter City Name;Global Headquarter State/Province;Global Headquarter Country Name;Global Headquarter Postal Code;Number of Companies in Group;Group Code;Group Linkage Code
271230968;Coca-Cola Europacific Partners Deutschland GMBH;;N;Stralauer Allee 4;;10245;Berlin;Berlin;Germany;10623B173624B;00020;0049;2086;Bottled and Canned Soft Drinks and Carbonated Waters;2016;2899332000;3011214323;6790;0;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;249755811;BL BOTTLING HOLDINGS UK LIMITED;Pemberton House;UXBRIDGE;MIDDLESEX;ENGLAND;UB8 1EZ;271230968;Coca-Cola Europacific Partners Deutschland GmbH;Stralauer Allee 4;Berlin;Berlin;10245;249587495;COCA-COLA EUROPACIFIC PARTNERS PLC;Pemberton House;UXBRIDGE;MIDDLESEX;ENGLAND;UB8 1EZ;382;32885089;5
271180919;Dussmann Stiftung & CO. KG Auf Aktien;;N;Friedrichstr. 90;;10117;Berlin;Berlin, Stadt;Germany;10623B78064B;;0049;7349;Building Cleaning and Maintenance Services, Not Elsewhere;2010;2780255276;2887542547;0;64646;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;271296539;Dussmann-Mitarbeiter-Beteiligungsges. mbH;Friedrichstr. 90;Berlin;Berlin;GERMANY;10117;274933583;Erbengemeinschaft nach Peter Dussmann GbR;Friedrichstr. 90;Berlin;Berlin;10117;274933583;Erbengemeinschaft nach Peter Dussmann GbR;Friedrichstr. 90;Berlin;Berlin;GERMANY;10117;799;282377;3
270909578;Trailstone Renewables GMBH;;N;Ernst-reuter-platz 6;;10587;Berlin;Berlin;Germany;10623B206999B;00020;0049;4911;Electric Services;2019;2526540812;2859500993;33;0;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;249151382;TRAILSTONE UK LTD.;2 London Wall Place;LONDON;LONDON;ENGLAND;EC2Y 5AU;270909578;TrailStone Renewables GmbH;Ernst-Reuter-Platz 6;Berlin;Berlin;10587;249677683;TrailStone Guernsey Ltd.;PO Box 25 Regency Court Glategny Esplanade;GUERNSEY;CHANNEL ISLANDS;ENGLAND;GY1 3AP;13;30959734;3
269649861;Fortuna Familien GMBH;;N;Kurfurstendamm 26a;;10719;Berlin;Berlin, Stadt;Germany;10623B163057B;;0049;6719;Offices of Holding Companies, Not Elsewhere Classified;2014;2590726638;2775541304;0;147;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;269649861;Fortuna Familien GmbH;Kurfurstendamm 26a;Berlin;Berlin;GERMANY;10719;269649861;Fortuna Familien GmbH;Kurfurstendamm 26a;Berlin;Berlin;10719;269649861;Fortuna Familien GmbH;Kurfurstendamm 26a;Berlin;Berlin;GERMANY;10719;31;28787612;1
270866494;Onyx Germany GMBH;;N;Bertolt-brecht-platz 3;;10117;Berlin;Berlin, Stadt;Germany;10623B219743B;;0049;4911;Electric Services;2020;2618778079;2719834106;23;23;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;321253800;Onyx Strategic Investment Management II B.V.;Missouriweg 69 Havennummer;Maasvlakte Rotterdam;ZUID-HOLLAND;NETHERLANDS;3199 LB;270866494;Onyx Germany GmbH;Bertolt-Brecht-Platz 3;Berlin;Berlin;10117;320557895;Riverstone VI REL Onyx Investment Management CoÃ¶peratief U.A.;Herengracht 450;Amsterdam;NOORD-HOLLAND;NETHERLANDS;1017 CA;21;10470051;5
271251918;Bmv Energy GMBH;;N;Kurfurstendamm 26a;;10719;Berlin;Berlin, Stadt;Germany;10623B24669B;;0049;2911;Petroleum Refining;2015;2392657828;2563342859;18;111;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;269649861;Fortuna Familien GmbH;Kurfurstendamm 26a;Berlin;Berlin;GERMANY;10719;269649861;Fortuna Familien GmbH;Kurfurstendamm 26a;Berlin;Berlin;10719;269649861;Fortuna Familien GmbH;Kurfurstendamm 26a;Berlin;Berlin;GERMANY;10719;31;28787613;2
275484199;Bitpanda GMBH (berlin Branch);;N;Dircksenstr. 4;;10179;Berlin;Berlin, Stadt;Germany;10623B252737B;;;7389;Business Services, Not Elsewhere Classified;2023;2287557456;2486508616;435;435;G;Not available or none;120;;Branch (secondary location to a headquarter);;268084784;Bitpanda GmbH;Stella-Klein-LÃ¶w-Weg 17;WIEN;Wien;AUSTRIA;1020;275484199;Bitpanda GmbH (Berlin Branch);Dircksenstr. 4;Berlin;Berlin;10179;319009400;Bitpanda Group AG;Hardstrasse 201;ZURICH;ZURICH;SWITZERLAND;8005;24;30491205;2
271140397;Gasag AG;;N;Euref-campus 23-24;;10829;Berlin;Berlin, Stadt;Germany;10623B44343B;;0049;4923;Natural Gas Transmission and Distribution;1847;2276759000;2474771007;1389;1661;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;271140397;GASAG AG;EUREF-Campus 23-24;Berlin;Berlin;GERMANY;10829;271140397;GASAG AG;EUREF-Campus 23-24;Berlin;Berlin;10829;271140397;GASAG AG;EUREF-Campus 23-24;Berlin;Berlin;GERMANY;10829;59;26699312;1
346256109;Kpmg AG Wirtschaftsprufungsgesellschaft;KPMG Deutschland;N;Heidestr. 58;;10557;Berlin;Berlin, Stadt;Germany;10623B106191B;;0049;8721;Accounting, Auditing, and Bookkeeping Services;2007;2276937000;2473493587;0;14014;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;346256109;KPMG AG Wirtschaftsprufungsgesellschaft;Heidestr. 58;Berlin;Berlin;GERMANY;10557;346256109;KPMG AG Wirtschaftsprufungsgesellschaft;Heidestr. 58;Berlin;Berlin;10557;346256109;KPMG AG Wirtschaftsprufungsgesellschaft;Heidestr. 58;Berlin;Berlin;GERMANY;10557;59;969575;1
271581413;Capgemini Deutschland GMBH;;N;Potsdamer Platz 5;;10785;Berlin;Berlin, Stadt;Germany;10623B98814B;;0049;7379;Computer Related Services, Not Elsewhere Classified;2009;2135469746;2321193685;6983;6983;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;271545909;Capgemini Outsourcing Services GmbH;Balcke-Durr-Allee 7;Ratingen;Nordrhein-Westfalen;GERMANY;40882;273007441;Capgemini Deutschland Holding GmbH;Potsdamer Platz 5;Berlin;Berlin;10785;285955132;CAPGEMINI;11 RUE DE TILSITT;PARIS;ILE-DE-FRANCE;FRANCE;75017;676;7243347;4
270055929;Alstom Transportation Germany GMBH;Bombardier Transportfahrzeuge;N;Ernst-reuter-platz 6;;10587;Berlin;Berlin, Stadt;Germany;10623B64838B;;0049;3743;Railroad Equipment;2022;2210390598;2295687361;5838;5838;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;274488394;ALSTOM Transport Deutschland GmbH;Linke-Hofmann-Busch-Str. 1;Salzgitter;Niedersachsen;GERMANY;38239;274488394;ALSTOM Transport Deutschland GmbH;Linke-Hofmann-Busch-Str. 1;Salzgitter;Niedersachsen;38239;354478536;ALSTOM;48 RUE ALBERT DHALENNE;SAINT-OUEN-SUR-SEINE;ILE-DE-FRANCE;FRANCE;93400;502;7865498;4
271723572;Bew Berliner Energie Und Wärme AG;BEW AG;N;Hildegard-knef-platz 2;;10829;Berlin;Berlin, Stadt;Germany;10623B119058B;;0049;4911;Electric Services;2012;2111100000;2294704478;1762;1762;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;286135740;Vattenfall GmbH;Hildegard-Knef-Platz 2;Berlin;Berlin;GERMANY;10829;286135740;Vattenfall GmbH;Hildegard-Knef-Platz 2;Berlin;Berlin;10829;278475371;Vattenfall AB;Evenemangsgatan 13;SOLNA;Stockholm;SWEDEN;169 79;594;10792792;3
271639003;Totalenergies Marketing Deutschland GMBH;;N;Jean-monnet-str. 2;;10557;Berlin;Berlin, Stadt;Germany;10623B57494B;;0049;5172;Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals;2021;2146419696;2269856000;665;4450;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;270767806;TotalEnergies Holdings Deutschland GmbH;Jean-Monnet-Str. 2;Berlin;Berlin;GERMANY;10557;270767806;TotalEnergies Holdings Deutschland GmbH;Jean-Monnet-Str. 2;Berlin;Berlin;10557;263116871;TOTALENERGIES SE;LA DEFENSE 6;COURBEVOIE;ILE-DE-FRANCE;FRANCE;92400;5531;20565508;4
270844890;Die Autobahn GMBH Des Bundes;;N;Heidestr. 15;;10557;Berlin;Berlin, Stadt;Germany;10623B200131B;;0049;8711;Engineering Services;2022;1940029039;2108755305;11561;11561;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;271790535;Bundesministerium fur Digitales und Verkehr;Invalidenstr. 44;Berlin;Berlin;GERMANY;10115;273468323;Bundesrepublik Deutschland;Dorotheenstr. 84;Berlin;Berlin;10117;273468323;Bundesrepublik Deutschland;Dorotheenstr. 84;Berlin;Berlin;GERMANY;10117;7869;849867;4
274108941;Trailstone GMBH;;N;Kurfürstendamm 194;;10707;Berlin;Berlin;Germany;10623B154548B;00020;0049;5099;Durable Goods, Not Elsewhere Classified;2013;525973522;2100000000;18;3;G;Not available or none;3;Corporation;;Is a subsidiary;249151382;TRAILSTONE UK LTD.;2 London Wall Place;LONDON;LONDON;ENGLAND;EC2Y 5AU;274108941;TrailStone GmbH;Kurfürstendamm 194;Berlin;Berlin;10707;249677683;TrailStone Guernsey Ltd.;PO Box 25 Regency Court Glategny Esplanade;GUERNSEY;CHANNEL ISLANDS;ENGLAND;GY1 3AP;14;29736818;3
269389330;Springer Nature AG & CO. Kgaa;;N;Heidelberger Platz 3;;14197;Berlin;Berlin, Stadt;Germany;10623B195463B;;0049;2731;Books: Publishing, or Publishing and Printing;2024;1853000000;2014157263;0;9253;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;346071678;Springer Nature AG & Co. KGaA;Gänsheidestr. 26;Stuttgart;Baden-Wurttemberg;GERMANY;70184;271471126;Georg von Holtzbrinck GmbH & Co.KG;Gänsheidestr. 26;Stuttgart;Baden-Wurttemberg;70184;271471126;Georg von Holtzbrinck GmbH & Co.KG;Gänsheidestr. 26;Stuttgart;Baden-Wurttemberg;GERMANY;70184;271;9354881;5
271636980;Medios AG;;N;Heidestr. 9;;10557;Berlin;Berlin, Stadt;Germany;10623B246626B;;0049;2834;Pharmaceutical Preparations;1980;1784703000;1939920405;0;512;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;271636980;Medios AG;Heidestr. 9;Berlin;Berlin;GERMANY;10557;271636980;Medios AG;Heidestr. 9;Berlin;Berlin;10557;271636980;Medios AG;Heidestr. 9;Berlin;Berlin;GERMANY;10557;80;29432275;1
337893797;Pfizer Pharma GMBH;;N;Friedrichstr. 110;;10117;Berlin;Berlin, Stadt;Germany;10623B114620B;;0049;5122;Drugs, Drug Proprietaries, and Druggists' Sundries;2004;1828460221;1933452235;326;326;B;Imports & Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;275186493;Pfizer Deutschland GmbH;Friedrichstr. 110;Berlin;Berlin;GERMANY;10117;275186493;Pfizer Deutschland GmbH;Friedrichstr. 110;Berlin;Berlin;10117;287633781;C.P. Pharmaceuticals International C.V.;Rivium Westlaan 142;Capelle aan den IJssel;ZUID-HOLLAND;NETHERLANDS;2909 LD;212;15075541;8
271140401;Berliner Wasserbetriebe;;N;Neue Judenstr. 1;;10179;Berlin;Berlin, Stadt;Germany;10623A30951B;;0049;4941;Water Supply;2014;1689110333;1836013948;0;4844;G;Not available or none;;;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;273090888;Bundesland Berlin;Judenstr. 1;Berlin;Berlin;GERMANY;10178;273090888;Bundesland Berlin;Judenstr. 1;Berlin;Berlin;10178;273090888;Bundesland Berlin;Judenstr. 1;Berlin;Berlin;GERMANY;10178;756;33200560;2
274008629;Bg Kliniken - Klinikverbund Der Gesetzlichen Unfallversicherung Ggmbh;BG Kliniken;N;Leipziger Platz 1;;10117;Berlin;Berlin, Stadt;Germany;10623B168854B;;0049;8062;General Medical and Surgical Hospitals;2010;1674258839;1819870804;0;15756;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;274008629;BG Kliniken - Klinikverbund der gesetzlichen Unfallversicherung gGmbH;Leipziger Platz 1;Berlin;Berlin;GERMANY;10117;274008629;BG Kliniken - Klinikverbund der gesetzlichen Unfallversicherung gGmbH;Leipziger Platz 1;Berlin;Berlin;10117;274008629;BG Kliniken - Klinikverbund der gesetzlichen Unfallversicherung gGmbH;Leipziger Platz 1;Berlin;Berlin;GERMANY;10117;57;7156477;1
271155284;Johanniter-Unfall-Hilfe E. V.;Die Johanniter;N;Lutzowstr. 94;;10785;Berlin;Berlin, Stadt;Germany;10623V17661B;;0049;8699;Membership Organizations, Not Elsewhere Classified;1952;1735658000;1802635307;29000;29000;G;Not available or none;101;;Headquarter/Parent (branches and/or subsidiaries report to it);;271155284;Johanniter-Unfall-Hilfe e. V.;Lutzowstr. 94;Berlin;Berlin;GERMANY;10785;271155284;Johanniter-Unfall-Hilfe e. V.;Lutzowstr. 94;Berlin;Berlin;10785;271155284;Johanniter-Unfall-Hilfe e. V.;Lutzowstr. 94;Berlin;Berlin;GERMANY;10785;212;19475159;1
271268895;Charite - Universitätsmedizin Berlin;;N;Chariteplatz 1;;10117;Berlin;Berlin, Stadt;Germany;DE228847810;;0049;8221;Colleges, Universities, and Professional Schools;1710;1625808886;1688547225;0;19291;G;Not available or none;;;Headquarter/Parent (branches and/or subsidiaries report to it);;271268895;Charite - UniversitÃ¤tsmedizin Berlin;Chariteplatz 1;Berlin;Berlin;GERMANY;10117;271268895;Charite - UniversitÃ¤tsmedizin Berlin;Chariteplatz 1;Berlin;Berlin;10117;271268895;Charite - UniversitÃ¤tsmedizin Berlin;Chariteplatz 1;Berlin;Berlin;GERMANY;10117;27;8082484;1
270251473;Vivantes - Netzwerk Fur Gesundheit GMBH;Vivantes GmbH;N;Aroser Allee 72-76;;13407;Berlin;Berlin, Stadt;Germany;10623B77849B;;0049;8741;Management Services;2003;1502194017;1632841333;10794;18705;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;273090888;Bundesland Berlin;Judenstr. 1;Berlin;Berlin;GERMANY;10178;273090888;Bundesland Berlin;Judenstr. 1;Berlin;Berlin;10178;273090888;Bundesland Berlin;Judenstr. 1;Berlin;Berlin;GERMANY;10178;756;33201138;2
324419586;Deutsche Wohnen SE;;N;Mecklenburgische Str. 57;;14197;Berlin;Berlin, Stadt;Germany;10623B190322B;;0049;6531;Real Estate Agents and Managers;2021;1474200000;1602412648;265;835;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;271048703;Vonovia SE;Universitätsstr. 133;Bochum;Nordrhein-Westfalen;GERMANY;44803;271048703;Vonovia SE;Universitätsstr. 133;Bochum;Nordrhein-Westfalen;44803;271048703;Vonovia SE;Universitätsstr. 133;Bochum;Nordrhein-Westfalen;GERMANY;44803;757;32235839;2
273383875;Db STATION&SERVICE AG;;N;Europaplatz 1;;10557;Berlin;Berlin;Germany;10623B87691B;00020;0049;4013;Railroad Switching and Terminal Establishments;2009;1449000000;1504915461;7111;0;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;271137639;Deutsche Bahn AG;Potsdamer Platz 2;Berlin;Berlin;GERMANY;10785;273468323;Bundesrepublik Deutschland;Platz der Republik 1;Berlin;Berlin;11011;273468323;Bundesrepublik Deutschland;Platz der Republik 1;Berlin;Berlin;GERMANY;11011;7618;848102;5
