ID;Company Name;Trade Name;Address Status;Address 1;Address 2;Postal Code;City;State/Province;Country;Company Registration Number;Company Registration Type Code;Country Phone Access Code;Business Category Code 1;Business Category Code 1 - Description;Founding Year;Yearly Revenue Local Currency;Yearly Revenue in U.S. Dollars;Employees On Site;Employees Total;Import/Export Code;Import/Export Code - Description;Business Legal Type;Business Legal Type - Description;Location Type - Description;Subsidiary Code - Description;Local Headquarter ID Number;Local Headquarter Company Name;Local Headquarter Street Address;Local Headquarter City;Local Headquarter State/Province;Local Headquarter Country Name;Local Headquarter Postal Code;National Headquarter ID Number;National Headquarter Company Name;National Headquarter Street Address;National Headquarter City Name;National Headquarter State/Province Name;National Headquarter Postal Code;Global Headquarter ID Number;Global Headquarter Company Name;Global Headquarter Street Address;Global Headquarter City Name;Global Headquarter State/Province;Global Headquarter Country Name;Global Headquarter Postal Code;Number of Companies in Group;Group Code;Group Linkage Code
188113879;Metropolitan Life Insurance Company;METLIFE;N;200 Park Ave;;101660188;New York;New York;USA;;;0001;6411;Insurance Agents, Brokers, and Service;1868;45360000000;45360000000;2267;46000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;230589377;Metlife, Inc.;200 Park Ave FL 1200;New York;New York;USA;101661299;230589377;Metlife, Inc.;200 Park Ave FL 1200;New York;New York;101661299;230589377;Metlife, Inc.;200 Park Ave FL 1200;New York;New York;USA;101661299;1617;15812607;2
186470475;Bristol-Myers Squibb Company;Bristol-Myers Squibb;N;430 E 29th St Fl 14;;100168367;New York;New York;USA;0326501;00882;0001;2834;Pharmaceutical Preparations;1887;0;45006000000;1200;34100;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;186470475;Bristol-Myers Squibb Company;430 E 29th St FL 14;New York;New York;USA;100168367;186470475;Bristol-Myers Squibb Company;430 E 29th St FL 14;New York;New York;100168367;186470475;Bristol-Myers Squibb Company;430 E 29th St FL 14;New York;New York;USA;100168367;41;9574398;1
214785979;American Express Travel Related Services Company, INC.;American Express;N;200 Vesey St;;10285;New York City;New York;USA;767655;00882;0001;4724;Travel Agencies;1982;44474314231;44474314231;36;54000;C;Imports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;188110589;American Express Company;200 Vesey St;NEW YORK;New York;UNITED STATES OF AME;10285;188110589;American Express Company;200 Vesey St;NEW YORK;New York;10285;188110589;American Express Company;200 Vesey St;NEW YORK;New York;UNITED STATES OF AME;10285;1605;22559466;2
522660143;Sycamore Partners Management, L.P.;Sycamore Partners;N;9 W 57th St Ste 3100;;100192701;New York;New York;USA;4945170;00882;0000;6722;Management Investment Offices, Open-End;2011;41638591699;41638591699;218;80000;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;522660143;Sycamore Partners Management, L.P.;9 W 57th St Ste 3100;New York;New York;USA;100192701;522660143;Sycamore Partners Management, L.P.;9 W 57th St Ste 3100;New York;New York;100192701;522660143;Sycamore Partners Management, L.P.;9 W 57th St Ste 3100;New York;New York;USA;100192701;4429;14362884;1
188105645;The Travelers Companies INC;Travelers;N;485 Lexington Ave Fl 7;;10017;New York City;New York;USA;12-AA;00882;0001;6331;Fire, Marine, and Casualty Insurance;1853;41364000000;41364000000;1461;33365;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;188105645;The Travelers Companies Inc;485 Lexington Ave;NEW YORK;New York;UNITED STATES OF AME;10017;188105645;The Travelers Companies Inc;485 Lexington Ave;NEW YORK;New York;10017;188105645;The Travelers Companies Inc;485 Lexington Ave;NEW YORK;New York;UNITED STATES OF AME;10017;390;21054518;1
465229558;Warner Bros. Discovery, INC.;;N;230 Park Ave S;;100031528;New York;New York;USA;4540106;00882;0001;4841;Cable and Other Pay Television Services;1982;0;41321000000;2003;37500;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;465229558;Warner Bros. Discovery, Inc.;230 Park Ave S Lbby 1;New York;New York;USA;100031528;465229558;Warner Bros. Discovery, Inc.;230 Park Ave S Lbby 1;New York;New York;100031528;465229558;Warner Bros. Discovery, Inc.;230 Park Ave S Lbby 1;New York;New York;USA;100031528;57;17036207;1
362804554;Nbcuniversal Media, LLC;;N;30 Rockefeller Plz;;101120037;New York;New York;USA;2090232;00882;0001;4841;Cable and Other Pay Television Services;2013;34021000000;34021000000;468;53000;C;Imports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;207701011;Comcast Corporation;1 Comcast Ctr;Philadelphia;Pennsylvania;USA;191032838;207701011;Comcast Corporation;1 Comcast Ctr;Philadelphia;Pennsylvania;191032838;207701011;Comcast Corporation;1 Comcast Ctr;Philadelphia;Pennsylvania;USA;191032838;198;6918737;2
233960217;Apollo Global Management, INC.;;N;9 W 57th St Fl 42;;10019;New York City;New York;USA;5331885;00882;0001;6282;Investment Advice;1990;32644000000;32644000000;177;4879;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;233960217;Apollo Global Management, Inc.;9 W 57th St Fl 42;NEW YORK;New York;UNITED STATES OF AME;10019;233960217;Apollo Global Management, Inc.;9 W 57th St Fl 42;NEW YORK;New York;10019;233960217;Apollo Global Management, Inc.;9 W 57th St Fl 42;NEW YORK;New York;UNITED STATES OF AME;10019;3096;14095639;1
188114158;New York Life Insurance Company;New York Life;N;51 Madison Ave;;100101655;New York;New York;USA;;;0001;6311;Life Insurance;1845;32054000000;32054000000;4400;11388;C;Imports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;188114158;New York Life Insurance Company;51 Madison Ave Bsmt 1b;New York;New York;USA;100101655;188114158;New York Life Insurance Company;51 Madison Ave Bsmt 1b;New York;New York;100101655;188114158;New York Life Insurance Company;51 Madison Ave Bsmt 1b;New York;New York;USA;100101655;269;25446429;1
243318573;Paramount Global;;N;1515 Broadway;;100368901;New York;New York;USA;2106821;00882;0001;4833;Television Broadcasting Stations;1986;0;29652000000;650;21900;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;243318573;Paramount Global;1515 Broadway;New York;New York;USA;100368901;243318573;Paramount Global;1515 Broadway;New York;New York;100368901;243318573;Paramount Global;1515 Broadway;New York;New York;USA;100368901;110;22556210;1
188113662;Macy's, INC.;Macy's;N;151 W 34th St;;100012101;New York;New York;USA;;;0001;5311;Department Stores;1830;25305000000;25305000000;650;94570;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;188113662;Macy's, Inc.;151 W 34th St;New York;New York;USA;100012101;188113662;Macy's, Inc.;151 W 34th St;New York;New York;100012101;188113662;Macy's, Inc.;151 W 34th St;New York;New York;USA;100012101;797;25254116;1
201662945;Marsh & Mclennan Companies, INC.;Marsh;N;1166 Avenue of the Americas;;10036;New York City;New York;USA;706226;00882;0001;6411;Insurance Agents, Brokers, and Service;1871;22736000000;22736000000;300;85000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;201662945;Marsh & McLennan Companies, Inc.;1166 Ave of The Americas;NEW YORK;New York;UNITED STATES OF AME;10036;201662945;Marsh & McLennan Companies, Inc.;1166 Ave of The Americas;NEW YORK;New York;10036;201662945;Marsh & McLennan Companies, Inc.;1166 Ave of The Americas;NEW YORK;New York;UNITED STATES OF AME;10036;1533;28258820;1
465302826;Goldman Sachs Bank USA;GOLDMAN SACHS;N;200 West St;;102822198;New York;New York;USA;;;0001;6022;State Commercial Banks;2009;19780000000;19780000000;53;1410;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;208498648;The Goldman Sachs Group Inc;200 West St Bldg 200 # 200;New York;New York;USA;102822198;208498648;The Goldman Sachs Group Inc;200 West St Bldg 200 # 200;New York;New York;102822198;208498648;The Goldman Sachs Group Inc;200 West St Bldg 200 # 200;New York;New York;USA;102822198;387;1588485;2
186472793;Colgate-Palmolive Company;COLGATE-PALMOLIVE;N;300 Park Ave;;10022;New York City;New York;USA;156313;00882;0001;2844;Perfumes, Cosmetics, and Other Toilet Preparations;1806;19457000000;19457000000;3000;34000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;186472793;Colgate-Palmolive Company;300 Park Ave;NEW YORK;New York;UNITED STATES OF AME;10022;186472793;Colgate-Palmolive Company;300 Park Ave;NEW YORK;New York;10022;186472793;Colgate-Palmolive Company;300 Park Ave;NEW YORK;New York;UNITED STATES OF AME;10022;367;26779154;1
216446005;Tata Consultancy Services LIMITED;;N;101 Park Ave Fl 26;;101782604;New York;New York;USA;;;0001;7379;Computer Related Services, Not Elsewhere Classified;2019;106092833;19000000000;60;17356;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;496161445;TATA CONSULTANCY SERVICES LIMITED;TCS House, Corner of Hazarimal Somani Marg & Raveline Street,;Mumbai;Maharashtra;INDIA;400001;216446005;Tata Consultancy Services Limited;101 Park Ave FL 26;New York;New York;101782604;391252803;TATA SONS PRIVATE LIMITED;24, Bombay House;Mumbai;Maharashtra;INDIA;400001;5920;25388136;3
203412496;Corebridge Financial, INC.;Corebridge;N;2919 Allen Pkwy;;77019;Houston;Harris;USA;2974174;00882;0001;6411;Insurance Agents, Brokers, and Service;1998;18878000000;18878000000;100;5700;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;American International Group, Inc.;1271 Ave of The Americas;NEW YORK;New York;UNITED STATES OF AME;10020;;American International Group, Inc.;1271 Ave of The Americas;NEW YORK;New York;10020;;American International Group, Inc.;1271 Ave of The Americas;NEW YORK;New York;UNITED STATES OF AME;10020;1777;;0
234288879;Pegasus Holdings Iii, LLC;;N;9 W 57th St Fl 43;;10019;New York City;New York;USA;6604915;00882;0001;6719;Offices of Holding Companies, Not Elsewhere Classified;2022;18035000000;18035000000;0;71000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;234288879;Pegasus Holdings III, LLC;9 W 57th St Fl 43;NEW YORK;New York;UNITED STATES OF AME;10019;234288879;Pegasus Holdings III, LLC;9 W 57th St Fl 43;NEW YORK;New York;10019;234288879;Pegasus Holdings III, LLC;9 W 57th St Fl 43;NEW YORK;New York;UNITED STATES OF AME;10019;595;9774834;1
455276596;Blackrock, INC.;Blackrock;N;50 Hudson Yards;;10001;New York City;New York;USA;4109022;00882;0001;6722;Management Investment Offices, Open-End;1988;17859000000;17859000000;1859;19800;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;455276596;Blackrock, Inc.;50 Hudson Yards;NEW YORK;New York;UNITED STATES OF AME;10001;455276596;Blackrock, Inc.;50 Hudson Yards;NEW YORK;New York;10001;455276596;Blackrock, Inc.;50 Hudson Yards;NEW YORK;New York;UNITED STATES OF AME;10001;339;22013135;1
205516237;The Bank Of New York Mellon CORPORATION;BNY MELLON;N;240 Greenwich St;;10286;New York City;New York;USA;4299124;00882;0001;6022;State Commercial Banks;1784;17502000000;17502000000;1042;44246;C;Imports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;205516237;The Bank of New York Mellon Corporation;240 Greenwich St;NEW YORK;New York;UNITED STATES OF AME;10286;205516237;The Bank of New York Mellon Corporation;240 Greenwich St;NEW YORK;New York;10286;205516237;The Bank of New York Mellon Corporation;240 Greenwich St;NEW YORK;New York;UNITED STATES OF AME;10286;510;21701282;1
233826369;Kyndryl Holdings, INC.;;N;1 Vanderbilt Ave Fl 15;;10017;New York City;New York;USA;4340692;00882;0001;7373;Computer Integrated Systems Design;2021;17026000000;17026000000;168;80000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;233826369;Kyndryl Holdings, Inc.;1 Vanderbilt Ave Fl 15;NEW YORK;New York;UNITED STATES OF AME;10017;233826369;Kyndryl Holdings, Inc.;1 Vanderbilt Ave Fl 15;NEW YORK;New York;10017;233826369;Kyndryl Holdings, Inc.;1 Vanderbilt Ave Fl 15;NEW YORK;New York;UNITED STATES OF AME;10017;210;6740628;1
225729409;The Turner CORPORATION;;N;66 Hudson Blvd E Fl 36;;100012196;New York;New York;USA;;;0001;1542;General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses;1999;16512141000;16512141000;50;5000;C;Imports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;240224762;Hochtief USA Inc.;66 Hudson Blvd E;New York;New York;USA;100012189;240224762;Hochtief USA Inc.;66 Hudson Blvd E;New York;New York;100012189;313288823;ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, SA;AVENIDA PIO XII 102;MADRID;Madrid;SPAIN;28036;2273;23698638;5
455535669;The Estee Lauder Companies INC;Estee Lauder;N;767 5th Ave;;101530003;New York;New York;USA;831990;00882;0001;2844;Perfumes, Cosmetics, and Other Toilet Preparations;1946;15910000000;15910000000;1000;62000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;455535669;The Estee Lauder Companies Inc;767 5th Ave FL 1;New York;New York;USA;101530003;455535669;The Estee Lauder Companies Inc;767 5th Ave FL 1;New York;New York;101530003;455535669;The Estee Lauder Companies Inc;767 5th Ave FL 1;New York;New York;USA;101530003;106;33827274;1
188113553;Loews CORPORATION;LOEWS;N;667 Madison Ave;;10065;New York City;New York;USA;733122;00882;0001;6331;Fire, Marine, and Casualty Insurance;1969;15901000000;15901000000;125;12050;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;188113553;Loews Corporation;667 Madison Ave;NEW YORK;New York;UNITED STATES OF AME;10065;188113553;Loews Corporation;667 Madison Ave;NEW YORK;New York;10065;188113553;Loews Corporation;667 Madison Ave;NEW YORK;New York;UNITED STATES OF AME;10065;425;25340478;1
186712456;Consolidated Edison, INC.;Consolidated Edison;N;4 Irving Pl;;100033502;New York;New York;USA;2177024;00882;0001;4931;Electric and Other Services Combined;1884;15670000000;15670000000;279;13871;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;186712456;Consolidated Edison, Inc.;4 Irving Pl;New York;New York;USA;100033502;186712456;Consolidated Edison, Inc.;4 Irving Pl;New York;New York;100033502;186712456;Consolidated Edison, Inc.;4 Irving Pl;New York;New York;USA;100033502;54;31665903;1
199816047;The Estee Lauder Companies INC;ESTEE LAUDER;N;767 5th Ave;;10153;New York City;New York;USA;831990;00882;0001;2844;Perfumes, Cosmetics, and Other Toilet Preparations;1946;15608000000;15608000000;1000;62000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;The Estee Lauder Companies Inc;767 5th Ave;NEW YORK;New York;UNITED STATES OF AME;10153;;The Estee Lauder Companies Inc;767 5th Ave;NEW YORK;New York;10153;;The Estee Lauder Companies Inc;767 5th Ave;NEW YORK;New York;UNITED STATES OF AME;10153;1423;;0
242975750;Omnicom Group INC.;Omnicom;N;280 Park Ave Fl 31w;;100171290;New York;New York;USA;55569;00882;0001;7311;Advertising Agencies;1944;0;14692200000;62;71700;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;242975750;Omnicom Group Inc.;280 Park Ave FL 31w;New York;New York;USA;100171290;242975750;Omnicom Group Inc.;280 Park Ave FL 31w;New York;New York;100171290;242975750;Omnicom Group Inc.;280 Park Ave FL 31w;New York;New York;USA;100171290;82;18602773;1
215904844;Clayton, Dubilier & Rice, INC.;CD&r;N;375 Park Ave Fl 18;;10152;New York City;New York;USA;0855884;00882;0001;6141;Personal Credit Institutions;1978;14539971421;14539971421;50;33045;B;Imports & Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;215904844;Clayton, Dubilier & Rice, Inc.;375 Park Ave Fl 18;NEW YORK;New York;UNITED STATES OF AME;10152;215904844;Clayton, Dubilier & Rice, Inc.;375 Park Ave Fl 18;NEW YORK;New York;10152;215904844;Clayton, Dubilier & Rice, Inc.;375 Park Ave Fl 18;NEW YORK;New York;UNITED STATES OF AME;10152;1145;13388895;1
215851468;Fox CORPORATION;FOX;N;1211 Avenue of the Americas;;10036;New York City;New York;USA;6866021;00882;0001;4833;Television Broadcasting Stations;2019;13980000000;13980000000;465;10200;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;215851468;Fox Corporation;1211 Ave of The Americas;NEW YORK;New York;UNITED STATES OF AME;10036;215851468;Fox Corporation;1211 Ave of The Americas;NEW YORK;New York;10036;215851468;Fox Corporation;1211 Ave of The Americas;NEW YORK;New York;UNITED STATES OF AME;10036;107;27805100;1
188111618;Consolidated Edison Company Of New York, INC.;Consolidated Edison;N;4 Irving Pl Rm 1875;;100033502;New York;New York;USA;;;0001;4911;Electric Services;1884;13268000000;13268000000;547;12477;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;186712456;Consolidated Edison, Inc.;4 Irving Pl;New York;New York;USA;100033502;186712456;Consolidated Edison, Inc.;4 Irving Pl;New York;New York;100033502;186712456;Consolidated Edison, Inc.;4 Irving Pl;New York;New York;USA;100033502;54;31665908;2
186467304;S&P Global INC.;S&P Global;N;55 Water St Fl 37;;10041;New York City;New York;USA;99979;00882;0001;7323;Credit Reporting Services;1860;12497000000;12497000000;750;40450;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;186467304;S&P Global Inc.;55 Water St;NEW YORK;New York;UNITED STATES OF AME;10041;186467304;S&P Global Inc.;55 Water St;NEW YORK;New York;10041;186467304;S&P Global Inc.;55 Water St;NEW YORK;New York;UNITED STATES OF AME;10041;466;31407250;1
190098595;The New York And Presbyterian Hospital;Newyork-Presbyterian;N;630 W 168th St;;10032;New York City;New York;USA;2074779;00882;0001;8062;General Medical and Surgical Hospitals;1998;12440775000;12440775000;1661;23709;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;190098595;The New York and Presbyterian Hospital;630 W 168th St;NEW YORK;New York;UNITED STATES OF AME;10032;190098595;The New York and Presbyterian Hospital;630 W 168th St;NEW YORK;New York;10032;190098595;The New York and Presbyterian Hospital;630 W 168th St;NEW YORK;New York;UNITED STATES OF AME;10032;77;9057716;1
186480620;International Flavors & Fragrances INC.;Iff;N;521 W 57th St;;100192929;New York;New York;USA;29389;00882;0001;2869;Industrial Organic Chemicals, Not Elsewhere Classified;1909;12440000000;12440000000;180;24600;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;186480620;International Flavors & Fragrances Inc.;521 W 57th St;New York;New York;USA;100192929;186480620;International Flavors & Fragrances Inc.;521 W 57th St;New York;New York;100192929;186480620;International Flavors & Fragrances Inc.;521 W 57th St;New York;New York;USA;100192929;354;3942491;1
188110467;Alleghany CORPORATION;Alleghany;N;1 Rockefeller Plz;;10020;New York City;New York;USA;2048563;00882;0001;6331;Fire, Marine, and Casualty Insurance;2022;12004105000;12004105000;17;13313;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;186458397;Berkshire Hathaway Inc.;3555 Farnam St Ste 1440;OMAHA;Nebraska;UNITED STATES OF AME;68131;186458397;Berkshire Hathaway Inc.;3555 Farnam St Ste 1440;OMAHA;Nebraska;68131;186458397;Berkshire Hathaway Inc.;3555 Farnam St Ste 1440;OMAHA;Nebraska;UNITED STATES OF AME;68131;8693;18518853;2
188110532;Hess CORPORATION;HESS;N;1185 Avenue of the Americas Fl 40;;100362603;New York;New York;USA;97017;00882;0001;2911;Petroleum Refining;1920;11570000000;11570000000;254;1623;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;188110532;Hess Corporation;1185 Avenue of The Americ;New York;New York;USA;100362603;188110532;Hess Corporation;1185 Avenue of The Americ;New York;New York;100362603;188110532;Hess Corporation;1185 Avenue of The Americ;New York;New York;USA;100362603;77;23614107;1
456629444;Healthfirst Phsp, INC.;;N;100 Church St Fl 17;;10007;New York City;New York;USA;1847193;00882;0001;6321;Accident and Health Insurance;1994;11273526910;11273526910;11;11;G;Not available or none;3;Corporation;;Is a subsidiary;456732222;Healthfirst, Inc.;100 Church St;NEW YORK;New York;UNITED STATES OF AME;10007;456732222;Healthfirst, Inc.;100 Church St;NEW YORK;New York;10007;456732222;Healthfirst, Inc.;100 Church St;NEW YORK;New York;UNITED STATES OF AME;10007;4;904712;2
188113052;The Interpublic Group Of Companies INC;IPG;N;909 3rd Ave;;10022;New York City;New York;USA;288828;00882;0001;7311;Advertising Agencies;1902;10889300000;10889300000;175;57400;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;188113052;The Interpublic Group of Companies Inc;909 3rd Ave;NEW YORK;New York;UNITED STATES OF AME;10022;188113052;The Interpublic Group of Companies Inc;909 3rd Ave;NEW YORK;New York;10022;188113052;The Interpublic Group of Companies Inc;909 3rd Ave;NEW YORK;New York;UNITED STATES OF AME;10022;1125;25150721;1
244366318;Tfcf CORPORATION;Twenty-First Century Fox;N;1211 Avenue of the Americas;;100368701;New York;New York;USA;3718763;00882;0001;4833;Television Broadcasting Stations;2019;10841707571;10841707571;60;21700;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;232838885;The Walt Disney Company;500 S Buena Vista St;Burbank;California;USA;915210007;232838885;The Walt Disney Company;500 S Buena Vista St;Burbank;California;915210007;232838885;The Walt Disney Company;500 S Buena Vista St;Burbank;California;USA;915210007;1253;2358325;2
