ID;Company Name;Trade Name;Address Status;Address 1;Address 2;Postal Code;City;State/Province;Country;Company Registration Number;Company Registration Type Code;Country Phone Access Code;Business Category Code 1;Business Category Code 1 - Description;Founding Year;Yearly Revenue Local Currency;Yearly Revenue in U.S. Dollars;Employees On Site;Employees Total;Import/Export Code;Import/Export Code - Description;Business Legal Type;Business Legal Type - Description;Location Type - Description;Subsidiary Code - Description;Local Headquarter ID Number;Local Headquarter Company Name;Local Headquarter Street Address;Local Headquarter City;Local Headquarter State/Province;Local Headquarter Country Name;Local Headquarter Postal Code;National Headquarter ID Number;National Headquarter Company Name;National Headquarter Street Address;National Headquarter City Name;National Headquarter State/Province Name;National Headquarter Postal Code;Global Headquarter ID Number;Global Headquarter Company Name;Global Headquarter Street Address;Global Headquarter City Name;Global Headquarter State/Province;Global Headquarter Country Name;Global Headquarter Postal Code;Number of Companies in Group;Group Code;Group Linkage Code
191586879;Nisource INC.;NISOURCE;N;801 E 86th Ave;;46410;Merrillville;Lake;USA;3203156;00882;0001;4939;Combination Utilities, Not Elsewhere Classified;1987;5505400000;5505400000;978;7411;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;Nisource Inc.;801 E 86th Ave;MERRILLVILLE;Indiana;UNITED STATES OF AME;46410;;Nisource Inc.;801 E 86th Ave;MERRILLVILLE;Indiana;46410;;Nisource Inc.;801 E 86th Ave;MERRILLVILLE;Indiana;UNITED STATES OF AME;46410;175;;0
485472761;Oaktree Capital Management, L.P.;;N;333 S Grand Ave Fl 28;;900711530;Los Angeles;California;USA;4359186;00882;0001;6282;Investment Advice;2019;0;4858688000;120;2159;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;455276075;Brookfield Asset Management LLC;250 Vesey St FL 15;New York;New York;USA;102811065;455276075;Brookfield Asset Management LLC;250 Vesey St FL 15;New York;New York;102811065;246521961;Brookfield Corporation;181 Bay St Suite 100;TORONTO;ONTARIO;CANADA;M5J 2T3;153;12003618;3
213981914;Mercury General CORPORATION;MERCURY GENERAL;N;4484 Wilshire Blvd;;90010;Los Angeles;Los Angeles;USA;0408367;00882;0001;6331;Fire, Marine, and Casualty Insurance;1961;4629631000;4629631000;634;4100;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;213981914;Mercury General Corporation;4484 Wilshire Blvd;LOS ANGELES;California;UNITED STATES OF AME;90010;213981914;Mercury General Corporation;4484 Wilshire Blvd;LOS ANGELES;California;90010;213981914;Mercury General Corporation;4484 Wilshire Blvd;LOS ANGELES;California;UNITED STATES OF AME;90010;76;9865739;1
242252214;Ati INC.;ATI;N;2021 Mckinney Ave Ste 1100;;75201;Dallas;Dallas;USA;2608664;00882;0001;3312;Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills;1960;4173700000;4173700000;100;7300;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;ATI Inc.;2021 Mcknney Ave Ste 1100;DALLAS;Texas;UNITED STATES OF AME;75201;;ATI Inc.;2021 Mcknney Ave Ste 1100;DALLAS;Texas;75201;;ATI Inc.;2021 Mcknney Ave Ste 1100;DALLAS;Texas;UNITED STATES OF AME;75201;123;;0
187968675;Williams Partners L.P.;;N;1 One Williams Ctr Bsmt 2;;74172;Tulsa;Tulsa;USA;4780064;00882;0001;1311;Crude Petroleum and Natural Gas;2018;4065555325;4065555325;118;5425;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;;The Williams Companies Inc;1 Williams Ctr;TULSA;Oklahoma;UNITED STATES OF AME;74172;;The Williams Companies Inc;1 Williams Ctr;TULSA;Oklahoma;74172;;The Williams Companies Inc;1 Williams Ctr;TULSA;Oklahoma;UNITED STATES OF AME;74172;472;;0
190133383;Prospect Medical Holdings, INC.;;N;3824 Hughes Ave;;90232;Culver City;Los Angeles;USA;2336046;00882;0001;8011;Offices and Clinics of Doctors of Medicine;2010;3906729113;3906729113;211;11469;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;190133383;Prospect Medical Holdings, Inc.;3824 Hughes Ave;CULVER CITY;California;UNITED STATES OF AME;90232;190133383;Prospect Medical Holdings, Inc.;3824 Hughes Ave;CULVER CITY;California;90232;190133383;Prospect Medical Holdings, Inc.;3824 Hughes Ave;CULVER CITY;California;UNITED STATES OF AME;90232;175;31787971;1
454861741;Capital Income Builder;;N;333 S Hope St Fl 55;;900713061;Los Angeles;California;USA;;;0001;6722;Management Investment Offices, Open-End;1987;3778419000;3900000000;12;12;G;Not available or none;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;0;0
233124554;Washington Mutual Investors Fund;;N;333 S Hope St;;900711406;Los Angeles;California;USA;;;0000;6722;Management Investment Offices, Open-End;0;3465664000;3465664000;4;4;G;Not available or none;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;;0
242634275;Grifols Shared Services North America, INC.;;N;2410 Lillyvale Ave;;90032;Los Angeles;Los Angeles;USA;07244395;00882;0001;2834;Pharmaceutical Preparations;2010;3446069232;3446069232;1;9002;C;Imports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;313955079;GRIFOLS SA;AVENIDA GENERALITAT, 152 - 158 PQ. EMP. CAN SANT JOAN;SANT CUGAT DEL VALLES;Barcelona;SPAIN;08174;242634275;Grifols Shared Services North America, Inc.;2410 Lillyvale Ave;LOS ANGELES;California;90032;313955079;GRIFOLS SA;AVENIDA GENERALITAT, 152 - 158 PQ. EMP. CAN SANT JOAN;SANT CUGAT DEL VALLES;Barcelona;SPAIN;08174;450;3497622;2
370132378;Leonard Green & Partners, L.P.;;N;11111 Santa Monica Blvd Ste 2000;;900253353;Los Angeles;California;USA;2411904;00882;0001;6211;Security Brokers, Dealers, and Flotation Companies;1989;3413831649;3413831649;93;14266;C;Imports;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;370132378;Leonard Green & Partners, L.P.;11111 Santa Monica Blvd # 1900;Los Angeles;California;USA;900253353;370132378;Leonard Green & Partners, L.P.;11111 Santa Monica Blvd # 1900;Los Angeles;California;900253353;370132378;Leonard Green & Partners, L.P.;11111 Santa Monica Blvd # 1900;Los Angeles;California;USA;900253353;594;1697618;1
455736647;University Of California, Los Angeles;Ucla;N;405 Hilgard Ave;;900959000;Los Angeles;California;USA;;;0001;8221;Colleges, Universities, and Professional Schools;1869;3353919000;3353919000;437;3326;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;186969243;The Regents of The University of California;1111 Franklin St FL 12;Oakland;California;USA;946075201;212937716;State of California;State Capital;Sacramento;California;95814;212937716;State of California;State Capital;Sacramento;California;USA;95814;7569;11162639;4
227713723;First Solar, INC.;FIRST SOLAR;N;350 W Washington St Ste 600;;85281;Tempe;Maricopa;USA;3658676;00882;0001;3674;Semiconductors and Related Devices;1999;3318602000;3318602000;20;5500;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;First Solar, Inc.;350 W Wash St Ste 600;TEMPE;Arizona;UNITED STATES OF AME;85281;;First Solar, Inc.;350 W Wash St Ste 600;TEMPE;Arizona;85281;;First Solar, Inc.;350 W Wash St Ste 600;TEMPE;Arizona;UNITED STATES OF AME;85281;57;;0
188089044;City National Bank;;N;555 S Flower St Ste 2500;;900712326;Los Angeles;California;USA;;;0001;6021;National Commercial Banks;1968;3298067000;3298067000;300;3000;C;Imports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;187023214;Rbc USA Holdco Corporation;3 World Financial Ctr;New York;New York;USA;102811019;187023214;RBC USA HOLDCO CORPORATION;3 World Financial Ctr;New York;New York;102811019;246519354;Royal Bank of Canada;200 Bay St Main Fl;TORONTO;ONTARIO;CANADA;M5J 2J5;2234;6419494;3
202362879;Aecom Global Ii, LLC;;N;300 S Grand Ave Ste 900;;900713135;Los Angeles;California;USA;;;0001;8711;Engineering Services;2014;3107356974;3107356974;65;43000;B;Imports & Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;243284648;Aecom;13355 Noel Rd Ste 400;Dallas;Texas;USA;752406825;243284648;Aecom;13355 Noel Rd Ste 400;Dallas;Texas;752406825;243284648;Aecom;13355 Noel Rd Ste 400;Dallas;Texas;USA;752406825;1977;25964209;2
205696050;Ares Management CORPORATION;Ares;N;2000 Avenue of the Stars Fl 12;;900674733;Los Angeles;California;USA;5434226;00882;0001;6722;Management Investment Offices, Open-End;1997;3055443000;3055443000;102;2550;G;Not available or none;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;205696050;Ares Management Corporation;2000 Avenue of The Stars # 12;Los Angeles;California;USA;900674733;205696050;Ares Management Corporation;2000 Avenue of The Stars # 12;Los Angeles;California;900674733;205696050;Ares Management Corporation;2000 Avenue of The Stars # 12;Los Angeles;California;USA;900674733;698;27415602;1
348577619;Aurora Capital Partners, L.P.;Aurora Capital Group;N;11611 San Vicente Blvd Ste 800;;900496508;Los Angeles;California;USA;2308387;00882;0001;6722;Management Investment Offices, Open-End;1990;2826906075;2826906075;23;9815;B;Imports & Exports;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);;348577619;Aurora Capital Partners, L.P.;11611 San Vicente Blvd # 8;Los Angeles;California;USA;900496508;348577619;Aurora Capital Partners, L.P.;11611 San Vicente Blvd # 8;Los Angeles;California;900496508;348577619;Aurora Capital Partners, L.P.;11611 San Vicente Blvd # 8;Los Angeles;California;USA;900496508;259;17959510;1
205783529;Korn Ferry;Korn Ferry;N;1900 Avenue of the Stars Ste 1500;;90067;Los Angeles;Los Angeles;USA;3064258;00882;0001;7361;Employment Agencies;1969;2795505000;2795505000;209;9076;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;205783529;Korn Ferry;1900 Ave of The Stars Ste;LOS ANGELES;California;UNITED STATES OF AME;90067;205783529;Korn Ferry;1900 Ave of The Stars Ste;LOS ANGELES;California;90067;205783529;Korn Ferry;1900 Ave of The Stars Ste;LOS ANGELES;California;UNITED STATES OF AME;90067;168;10540623;1
196027339;Guess , INC.;Guess;N;1444 S Alameda St;;90021;Los Angeles;Los Angeles;USA;2346089;00882;0001;2341;Women's, Misses', Children's, and Infants' Underwear and Nightwear;1981;2776530000;2776530000;700;12500;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;196027339;Guess , Inc.;1444 S Alameda St;LOS ANGELES;California;UNITED STATES OF AME;90021;196027339;Guess , Inc.;1444 S Alameda St;LOS ANGELES;California;90021;196027339;Guess , Inc.;1444 S Alameda St;LOS ANGELES;California;UNITED STATES OF AME;90021;708;23691616;1
221577716;Toronto Nc LLC;;N;6700 Franklin Pl Apt 409;;900284531;Los Angeles;California;USA;2,02114E+11;00882;0000;9999;Nonclassifiable Establishments;2021;2719637000;2719637000;4;4;G;Not available or none;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;;0
217398915;Amcon Distributing Company INC;AMCON;N;7405 Irvington Rd;;68122;Omaha;Douglas;USA;2093842;00882;0001;5194;Tobacco and Tobacco Products;1986;2710981108;2710981108;236;1432;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;Amcon Distributing Company Inc;7405 Irvington Rd;OMAHA;Nebraska;UNITED STATES OF AME;68122;;Amcon Distributing Company Inc;7405 Irvington Rd;OMAHA;Nebraska;68122;;Amcon Distributing Company Inc;7405 Irvington Rd;OMAHA;Nebraska;UNITED STATES OF AME;68122;39;;0
454858671;Capital World Growth And Income Fund, INC.;;N;333 S Hope St Fl 55;;900713061;Los Angeles;California;USA;;;0001;6722;Management Investment Offices, Open-End;1999;2060839000;2600000000;9;9;G;Not available or none;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;0;0
518569613;Air Lease CORPORATION;;N;2000 Avenue of the Stars Ste 1000n;;900674734;Los Angeles;California;USA;4780359;00882;0001;7359;Equipment Rental and Leasing, Not Elsewhere Classified;2010;2317302000;2317302000;82;120;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;518569613;Air Lease Corporation;2000 Avenue of The Stars 1000n;Los Angeles;California;USA;900674734;518569613;Air Lease Corporation;2000 Avenue of The Stars 1000n;Los Angeles;California;900674734;518569613;Air Lease Corporation;2000 Avenue of The Stars 1000n;Los Angeles;California;USA;900674734;9;9349463;1
228827461;Carefusion CORPORATION;Bd Carefusion;N;3750 Torrey View Ct;;92130;San Diego;San Diego;USA;4630145;00882;0001;3845;Electromedical and Electrotherapeutic Apparatus;2015;2317166976;2317166976;474;16000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;Becton, Dickinson and Company;1 Becton Dr;FRANKLIN LAKES;New Jersey;UNITED STATES OF AME;07417;;Becton, Dickinson and Company;1 Becton Dr;FRANKLIN LAKES;New Jersey;07417;;Becton, Dickinson and Company;1 Becton Dr;FRANKLIN LAKES;New Jersey;UNITED STATES OF AME;07417;553;;0
454863450;Investment CO Of America;Class 529-A Shares;N;333 S Hope St Fl 52;;900713061;Los Angeles;California;USA;;;0001;6722;Management Investment Offices, Open-End;2006;2193158000;2300000000;6;6;G;Not available or none;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
235831320;Enphase Energy, INC.;Enphase Energy;N;47281 Bayside Pkwy;;94538;Fremont;Alameda;USA;4118583;00882;0001;3674;Semiconductors and Related Devices;2006;2290786000;2290786000;1460;3157;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;Enphase Energy, Inc.;47281 Bayside Pkwy;FREMONT;California;UNITED STATES OF AME;94538;;Enphase Energy, Inc.;47281 Bayside Pkwy;FREMONT;California;94538;;Enphase Energy, Inc.;47281 Bayside Pkwy;FREMONT;California;UNITED STATES OF AME;94538;19;;0
244689767;Vca INC.;VCA;N;12401 W Olympic Blvd;;900641022;Los Angeles;California;USA;1481180;00882;0001;5999;Miscellaneous Retail Stores, Not Elsewhere Classified;2017;2205887472;2205887472;102;25000;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;216236784;Mmi Holdings, Inc.;18101 SE 6th Way;Vancouver;Washington;USA;986837509;186749387;Mars, Incorporated;6885 Elm St Ste 1;Mc Lean;Virginia;221016038;186749387;Mars, Incorporated;6885 Elm St Ste 1;Mc Lean;Virginia;USA;221016038;2721;31817338;3
198758349;Aecom Services, INC.;;N;300 S Grand Ave Ste 900;;900713135;Los Angeles;California;USA;0390443;00882;0001;8712;Architectural Services;1990;2124970330;2124970330;250;4000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;243284648;Aecom;13355 Noel Rd Ste 400;Dallas;Texas;USA;752406825;243284648;Aecom;13355 Noel Rd Ste 400;Dallas;Texas;752406825;243284648;Aecom;13355 Noel Rd Ste 400;Dallas;Texas;USA;752406825;1977;25965104;2
188089580;American Mutual Fund;;N;333 S Hope St Fl 51;;900711420;Los Angeles;California;USA;;;0001;6722;Management Investment Offices, Open-End;1949;2092220000;2092220000;200;200;G;Not available or none;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;;0
190721003;Compass Diversified Holdings;;N;301 Riverside Ave Fl 2;;06880;Westport;Fairfield;USA;4064403;00882;0001;6211;Security Brokers, Dealers, and Flotation Companies;2005;2058876000;2058876000;119;4219;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;Compass Diversified Holdings;301 Riverside Ave Fl 2;WESTPORT;Connecticut;UNITED STATES OF AME;06880;;Compass Diversified Holdings;301 Riverside Ave Fl 2;WESTPORT;Connecticut;06880;;Compass Diversified Holdings;301 Riverside Ave Fl 2;WESTPORT;Connecticut;UNITED STATES OF AME;06880;170;;0
204986631;The Wonderful Company LLC;Teleflora;N;11444 W Olympic Blvd Fl 10;;90064;Los Angeles;Los Angeles;USA;5610516;00882;0001;2084;Wines, Brandy, and Brandy Spirits;2010;2037396575;2037396575;250;9000;B;Imports & Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;204986631;The Wonderful Company LLC;11444 W Olympic Blvd Fl 1;LOS ANGELES;California;UNITED STATES OF AME;90064;204986631;The Wonderful Company LLC;11444 W Olympic Blvd Fl 1;LOS ANGELES;California;90064;204986631;The Wonderful Company LLC;11444 W Olympic Blvd Fl 1;LOS ANGELES;California;UNITED STATES OF AME;90064;66;14749678;1
214617954;The Housing Authority Of The City Of Los Angeles;Hacla;N;2600 Wilshire Blvd;;900573400;Los Angeles;California;USA;;;0001;9531;Administration of Housing Programs;1938;2024387271;2024387271;561;1184;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;214617954;The Housing Authority of The City of Los Angeles;2600 Wilshire Blvd;Los Angeles;California;USA;900573400;214617954;The Housing Authority of The City of Los Angeles;2600 Wilshire Blvd;Los Angeles;California;900573400;214617954;The Housing Authority of The City of Los Angeles;2600 Wilshire Blvd;Los Angeles;California;USA;900573400;40;19168437;1
245097899;Biomat USA, INC.;;N;2410 Grifols Way;;900323514;Los Angeles;California;USA;2275058;00882;0001;8099;Health and Allied Services, Not Elsewhere Classified;2007;1945976548;1945976548;50;1500;B;Imports & Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;242634275;Grifols Shared Services North America, Inc.;2410 Lillyvale Ave;Los Angeles;California;USA;900321536;242634275;Grifols Shared Services North America, Inc.;2410 Lillyvale Ave;Los Angeles;California;900321536;313955079;GRIFOLS SA;CALLE JESUS I MARIA 6;BARCELONA;Barcelona;SPAIN;08022;457;3497758;3
226262483;Accelerate Holdings CORP.;Tpg Creative Capital;N;301 Commerce St Ste 3300;;76102;Fort Worth;Tarrant;USA;3399388;00882;0001;6722;Management Investment Offices, Open-End;2001;1815951819;1815951819;14;4500;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;Atd Corporation;12200 Hrbert Wyne Ct Ste;HUNTERSVILLE;North Carolina;UNITED STATES OF AME;28078;;Atd Corporation;12200 Hrbert Wyne Ct Ste;HUNTERSVILLE;North Carolina;28078;;Atd Corporation;12200 Hrbert Wyne Ct Ste;HUNTERSVILLE;North Carolina;UNITED STATES OF AME;28078;236;;0
213051168;Houlihan Lokey, INC.;;N;10250 Constellation Blvd Fl 5;;90067;Los Angeles;Los Angeles;USA;5742505;00882;0001;6282;Investment Advice;1972;1809447000;1809447000;300;2610;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;213051168;Houlihan Lokey, Inc.;10250 Cnstlltion Blvd Fl;LOS ANGELES;California;UNITED STATES OF AME;90067;213051168;Houlihan Lokey, Inc.;10250 Cnstlltion Blvd Fl;LOS ANGELES;California;90067;213051168;Houlihan Lokey, Inc.;10250 Cnstlltion Blvd Fl;LOS ANGELES;California;UNITED STATES OF AME;90067;45;25485320;1
190868749;Csl Behring L.L.C.;;N;1020 1st Ave;;19406;King of Prussia;Montgomery;USA;2506486;00882;0001;2836;Biological Products, Except Diagnostic Substances;2004;1759357880;1759357880;400;5800;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;;CSL LIMITED;655 ELIZABETH STREET;MELBOURNE;VICTORIA;AUSTRALIA;3000;;CSL Behring L.L.C.;1020 1st Ave;KING OF PRUSSIA;Pennsylvania;19406;;CSL LIMITED;655 ELIZABETH STREET;MELBOURNE;VICTORIA;AUSTRALIA;3000;502;;0
228823477;Freeman Spogli & CO. LLC;Freeman Spogli;N;11100 Santa Monica Blvd Ste 1900;;900250525;Los Angeles;California;USA;1850431;00882;0001;6799;Investors, Not Elsewhere Classified;1983;1741846711;1741846711;16;14841;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;228823477;Freeman Spogli & Co. LLC;11100 Santa Monica Blvd # 1900;Los Angeles;California;USA;900250525;228823477;Freeman Spogli & Co. LLC;11100 Santa Monica Blvd # 1900;Los Angeles;California;900250525;228823477;Freeman Spogli & Co. LLC;11100 Santa Monica Blvd # 1900;Los Angeles;California;USA;900250525;216;294203;1
233973279;Project Heritage Acquisition, LLC;;N;1880 Century Park E Ste 825;;900671600;Los Angeles;California;USA;;;0000;9999;Nonclassifiable Establishments;2021;1682853672;1682853672;26;11031;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;233973279;Project Heritage Acquisition, LLC;1880 Century Park E # 825;Los Angeles;California;USA;900671600;233973279;Project Heritage Acquisition, LLC;1880 Century Park E # 825;Los Angeles;California;900671600;233973279;Project Heritage Acquisition, LLC;1880 Century Park E # 825;Los Angeles;California;USA;900671600;66;17873719;1
